http://www.cars-data.com//en/alfa-romeo-147-1.6-t.spark-16v-veloce-impression-specs/92	Alfa Romeo 147 1.6 T.Spark 16V Veloce Impression	Alfa Romeo 147	Alfa Romeo	20.415	G	hatchback	4223	1442 mm	1729 mm	1175 kg	1175 kg	194 g/km	2005	petrol	2	3	5	5	gearbox	292-1042 l	50 kg	10,6 s	front	60 l	8,2 l/100km	195 km/h	545 kg	1300 kg	dohc	petrol	1598 cc	88 KW	146 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.9-jtd-115hp-distinctive-specs/104	Alfa Romeo 147 1.9 JTD 115hp Distinctive	Alfa Romeo 147	Alfa Romeo	25.770	G	hatchback	4223	1442 mm	1729 mm	1245 kg	1245 kg	155 g/km	2005	diesel	2	3	5	5	gearbox	292-1042 l	50 kg	9,9 s	front	60 l	5,8 l/100km	191 km/h	545 kg	1300 kg	ohc	diesel	1910 cc	85 KW	275 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.9-jtd-115hp-progression-specs/103	Alfa Romeo 147 1.9 JTD 115hp Progression	Alfa Romeo 147	Alfa Romeo	24.450	G	hatchback	4223	1442 mm	1729 mm	1245 kg	1245 kg	155 g/km	2005	diesel	2	3	5	5	gearbox	292-1042 l	50 kg	9,9 s	front	60 l	5,8 l/100km	191 km/h	545 kg	1300 kg	ohc	diesel	1910 cc	85 KW	275 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.9-jtd-115hp-impression-specs/102	Alfa Romeo 147 1.9 JTD 115hp Impression	Alfa Romeo 147	Alfa Romeo	23.450	G	hatchback	4223	1442 mm	1729 mm	1245 kg	1245 kg	155 g/km	2005	diesel	2	3	5	5	gearbox	292-1042 l	50 kg	9,9 s	front	60 l	5,8 l/100km	191 km/h	545 kg	1300 kg	ohc	diesel	1910 cc	85 KW	275 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.9-jtd-100hp-impression-specs/101	Alfa Romeo 147 1.9 JTD 100hp Impression	Alfa Romeo 147	Alfa Romeo	22.950	G	hatchback	4223	1442 mm	1729 mm	1225 kg	1225 kg	155 g/km	2005	diesel	2	3	5	5	gearbox	292-1042 l	50 kg	12,1 s	front	60 l	5,8 l/100km	183 km/h	565 kg	1300 kg	ohc	diesel	1910 cc	74 KW	200 Nm
http://www.cars-data.com//en/alfa-romeo-147-2.0-t.spark-16v-selespeed-distinctive-specs/99	Alfa Romeo 147 2.0 T.Spark 16V Selespeed Distinctive	Alfa Romeo 147	Alfa Romeo	26.905	G	hatchback	4223	1421 mm	1729 mm	1225 kg	1225 kg	211 g/km	2005	petrol	2	3	5	5	gearbox	292-1042 l	50 kg	9,3 s	front	60 l	8,9 l/100km	208 km/h	545 kg	1300 kg	dohc	petrol	1970 cc	110 KW	181 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.6-t.spark-16v-veloce-progression-specs/94	Alfa Romeo 147 1.6 T.Spark 16V Veloce Progression	Alfa Romeo 147	Alfa Romeo	21.415	G	hatchback	4223	1442 mm	1729 mm	1175 kg	1175 kg	194 g/km	2005	petrol	2	3	5	5	gearbox	292-1042 l	50 kg	10,6 s	front	60 l	8,2 l/100km	195 km/h	545 kg	1300 kg	dohc	petrol	1598 cc	88 KW	146 Nm
http://www.cars-data.com//en/alfa-romeo-147-2.0-t.spark-16v-distinctive-specs/97	Alfa Romeo 147 2.0 T.Spark 16V Distinctive	Alfa Romeo 147	Alfa Romeo	24.905	G	hatchback	4223	1421 mm	1729 mm	1225 kg	1225 kg	211 g/km	2005	petrol	2	3	5	5	gearbox	292-1042 l	50 kg	9,3 s	front	60 l	8,9 l/100km	208 km/h	545 kg	1300 kg	dohc	petrol	1970 cc	110 KW	181 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.6-t.spark-16v-impression-specs/87	Alfa Romeo 147 1.6 T.Spark 16V Impression	Alfa Romeo 147	Alfa Romeo	19.265	G	hatchback	4223	1442 mm	1729 mm	1165 kg	1165 kg	192 g/km	2005	petrol	2	3	5	5	gearbox	292-1042 l	50 kg	11,3 s	front	60 l	8,1 l/100km	185 km/h	545 kg	1300 kg	dohc	petrol	1598 cc	77 KW	140 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.9-jtd-16v-collezione-specs/112	Alfa Romeo 147 1.9 JTD 16V Collezione	Alfa Romeo 147	Alfa Romeo	28.385	G	hatchback	4223	1442 mm	1729 mm	1265 kg	1265 kg	157 g/km	2006	diesel	2	3	6	5	gearbox	292-1042 l	50 kg	8,8 s	front	60 l	5,9 l/100km	208 km/h	570 kg	1300 kg	dohc	diesel	1910 cc	110 KW	305 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.9-jtd-120hp-collezione-specs/109	Alfa Romeo 147 1.9 JTD 120hp Collezione	Alfa Romeo 147	Alfa Romeo	26.400	G	hatchback	4223	1442 mm	1729 mm	1265 kg	1265 kg	153 g/km	2006	diesel	2	3	5	5	gearbox	292-1042 l	50 kg	9,6 s	front	60 l	5,8 l/100km	193 km/h	570 kg	1300 kg	ohc	diesel	1910 cc	88 KW	280 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.9-jtd-120hp-distinctive-specs/108	Alfa Romeo 147 1.9 JTD 120hp Distinctive	Alfa Romeo 147	Alfa Romeo	25.905	G	hatchback	4223	1442 mm	1729 mm	1265 kg	1265 kg	153 g/km	2006	diesel	2	3	5	5	gearbox	292-1042 l	50 kg	9,6 s	front	60 l	5,8 l/100km	193 km/h	570 kg	1300 kg	ohc	diesel	1910 cc	88 KW	280 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.9-jtd-120hp-progression-specs/107	Alfa Romeo 147 1.9 JTD 120hp Progression	Alfa Romeo 147	Alfa Romeo	24.585	G	hatchback	4223	1442 mm	1729 mm	1265 kg	1265 kg	153 g/km	2006	diesel	2	3	5	5	gearbox	292-1042 l	50 kg	9,6 s	front	60 l	5,8 l/100km	193 km/h	570 kg	1300 kg	ohc	diesel	1910 cc	88 KW	280 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.9-jtd-120hp-blackline-specs/106	Alfa Romeo 147 1.9 JTD 120hp Blackline	Alfa Romeo 147	Alfa Romeo	24.585	G	hatchback	4223	1442 mm	1729 mm	1265 kg	1265 kg	153 g/km	2006	diesel	2	3	5	5	gearbox	292-1042 l	50 kg	9,6 s	front	60 l	5,8 l/100km	193 km/h	570 kg	1300 kg	ohc	diesel	1910 cc	88 KW	280 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.9-jtd-120hp-impression-specs/105	Alfa Romeo 147 1.9 JTD 120hp Impression	Alfa Romeo 147	Alfa Romeo	23.585	G	hatchback	4223	1442 mm	1729 mm	1265 kg	1265 kg	153 g/km	2006	diesel	2	3	5	5	gearbox	292-1042 l	50 kg	9,6 s	front	60 l	5,8 l/100km	193 km/h	570 kg	1300 kg	ohc	diesel	1910 cc	88 KW	280 Nm
http://www.cars-data.com//en/alfa-romeo-147-2.0-t.spark-16v-selespeed-collezione-specs/100	Alfa Romeo 147 2.0 T.Spark 16V Selespeed Collezione	Alfa Romeo 147	Alfa Romeo	27.155	G	hatchback	4223	1421 mm	1729 mm	1225 kg	1225 kg	211 g/km	2006	petrol	2	3	5	5	gearbox	292-1042 l	50 kg	9,3 s	front	60 l	8,9 l/100km	208 km/h	545 kg	1300 kg	dohc	petrol	1970 cc	110 KW	181 Nm
http://www.cars-data.com//en/alfa-romeo-147-2.0-t.spark-16v-collezione-specs/98	Alfa Romeo 147 2.0 T.Spark 16V Collezione	Alfa Romeo 147	Alfa Romeo	25.155	G	hatchback	4223	1421 mm	1729 mm	1225 kg	1225 kg	211 g/km	2006	petrol	2	3	5	5	gearbox	292-1042 l	50 kg	9,3 s	front	60 l	8,9 l/100km	208 km/h	545 kg	1300 kg	dohc	petrol	1970 cc	110 KW	181 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.6-t.spark-16v-veloce-collezione-specs/96	Alfa Romeo 147 1.6 T.Spark 16V Veloce Collezione	Alfa Romeo 147	Alfa Romeo	23.230	G	hatchback	4223	1442 mm	1729 mm	1175 kg	1175 kg	194 g/km	2006	petrol	2	3	5	5	gearbox	292-1042 l	50 kg	10,6 s	front	60 l	8,2 l/100km	195 km/h	545 kg	1300 kg	dohc	petrol	1598 cc	88 KW	146 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.6-t.spark-16v-blackline-specs/88	Alfa Romeo 147 1.6 T.Spark 16V Blackline	Alfa Romeo 147	Alfa Romeo	20.265	G	hatchback	4223	1442 mm	1729 mm	1165 kg	1165 kg	192 g/km	2006	petrol	2	3	5	5	gearbox	292-1042 l	50 kg	11,3 s	front	60 l	8,1 l/100km	185 km/h	545 kg	1300 kg	dohc	petrol	1598 cc	77 KW	140 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.6-t.spark-16v-veloce-blackline-specs/93	Alfa Romeo 147 1.6 T.Spark 16V Veloce Blackline	Alfa Romeo 147	Alfa Romeo	21.415	G	hatchback	4223	1442 mm	1729 mm	1175 kg	1175 kg	194 g/km	2006	petrol	2	3	5	5	gearbox	292-1042 l	50 kg	10,6 s	front	60 l	8,2 l/100km	195 km/h	545 kg	1300 kg	dohc	petrol	1598 cc	88 KW	146 Nm
http://www.cars-data.com//en/alfa-romeo-147-1.6-t.spark-16v-collezione-specs/91	Alfa Romeo 147 1.6 T.Spark 16V Collezione	Alfa Romeo 147	Alfa Romeo	22.080	G	hatchback	4223	1442 mm	1729 mm	1165 kg	1165 kg	192 g/km	2006	petrol	2	3	5	5	gearbox	292-1042 l	50 kg	11,3 s	front	60 l	8,1 l/100km	185 km/h	545 kg	1300 kg	dohc	petrol	1598 cc	77 KW	140 Nm
http://www.cars-data.com//en/peugeot-308-sw-active-1.6-e-hdi-specs/35496	Peugeot 308 SW Active 1.6 e-HDi	Peugeot 308 SW	Peugeot	29.300	E	stationwagon	4500	1555 mm	1815 mm	1374 kg	1374 kg	112 g/km	2011	diesel	2	5	6	5	gearbox	508-1736 l		12,3 s	front	60 l	4,3 l/100km	185 km/h	601 kg	1300 kg	dohc	diesel	1560 cc	82 KW	270 Nm
http://www.cars-data.com//en/peugeot-308-sw-blue-lease-executive-1.6-e-hdi-specs/35497	Peugeot 308 SW Blue Lease Executive 1.6 e-HDi	Peugeot 308 SW	Peugeot	27.025	E	stationwagon	4500	1555 mm	1815 mm	1382 kg	1382 kg	114 g/km	2011	diesel	2	5	6	5	gearbox	508-1736 l		11,9 s	front	60 l	4,4 l/100km	185 km/h	588 kg	1400 kg	dohc	diesel	1560 cc	82 KW	270 Nm
http://www.cars-data.com//en/peugeot-308-sw-blue-lease-executive-1.6-e-hdi-110-specs/35498	Peugeot 308 SW Blue Lease Executive 1.6 e-HDi 110	Peugeot 308 SW	Peugeot	27.975	E	stationwagon	4500	1555 mm	1815 mm	1374 kg	1374 kg	112 g/km	2011	diesel	2	5	6	5	gearbox	508-1736 l		12,3 s	front	60 l	4,3 l/100km	185 km/h	601 kg	1300 kg	dohc	diesel	1560 cc	82 KW	270 Nm
http://www.cars-data.com//en/peugeot-308-sw-premiere-1.6-e-hdi-specs/35499	Peugeot 308 SW Premiere 1.6 e-HDi	Peugeot 308 SW	Peugeot	28.840	E	stationwagon	4500	1555 mm	1815 mm	1382 kg	1382 kg	116 g/km	2011	diesel	2	5	6	5	gearbox	508-1736 l		11,9 s	front	60 l	4,5 l/100km	185 km/h	588 kg	1400 kg	dohc	diesel	1560 cc	82 KW	270 Nm
