http://www.cars-data.com//en/audi-a4-1.8-tfsi-170hp-s-edition-specs/68258	Audi A4 1.8 TFSI 170hp S Edition	Audi A4	Audi	40.270	C	sedan	4701	1427 mm	1826 mm	1445 kg	1445 kg	132 g/km	2015	petrol	2	4	s	5	gearbox	480-962 l	90 kg	8,3 s	front	63 l	5,7 l/100km	225 km/h	575 kg	1500 kg	dohc	petrol	1798 cc	125 KW	320 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-ultra-163hp-advance-specs/68263	Audi A4 2.0 TDI Ultra 163hp Advance	Audi A4	Audi	42.015	D	sedan	4701	1427 mm	1826 mm	1455 kg	1455 kg	109 g/km	2015	diesel	2	4	6	5	gearbox	480-962 l	90 kg	8,3 s	front	63 l	4,2 l/100km	225 km/h	575 kg	1600 kg	dohc	diesel	1968 cc	120 KW	380 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-150hp-s-edition-specs/68262	Audi A4 2.0 TDI 150hp S Edition	Audi A4	Audi	44.150	E	sedan	4701	1427 mm	1826 mm	1550 kg	1550 kg	119 g/km	2015	diesel	2	4	s	5	gearbox	480-962 l	90 kg	9,1 s	front	63 l	4,6 l/100km	210 km/h	575 kg	1700 kg	dohc	diesel	1968 cc	110 KW	320 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-150hp-advance-specs/68261	Audi A4 2.0 TDI 150hp Advance	Audi A4	Audi	43.805	E	sedan	4701	1427 mm	1826 mm	1550 kg	1550 kg	119 g/km	2015	diesel	2	4	s	5	gearbox	480-962 l	90 kg	9,1 s	front	63 l	4,6 l/100km	210 km/h	575 kg	1700 kg	dohc	diesel	1968 cc	110 KW	320 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-ultra-136hp-advance-sport-specs/68260	Audi A4 2.0 TDI Ultra 136hp Advance Sport	Audi A4	Audi	41.890	C	sedan	4701	1427 mm	1826 mm	1475 kg	1475 kg	104 g/km	2015	diesel	2	4	6	5	gearbox	480-962 l	90 kg	9,3 s	front	63 l	4,0 l/100km	215 km/h	550 kg	1300 kg	dohc	diesel	1968 cc	100 KW	320 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-ultra-136hp-advance-specs/68259	Audi A4 2.0 TDI Ultra 136hp Advance	Audi A4	Audi	39.785	C	sedan	4701	1427 mm	1826 mm	1475 kg	1475 kg	104 g/km	2015	diesel	2	4	6	5	gearbox	480-962 l	90 kg	9,3 s	front	63 l	4,0 l/100km	215 km/h	550 kg	1300 kg	dohc	diesel	1968 cc	100 KW	320 Nm
http://www.cars-data.com//en/audi-a4-3.0-tfsi-quattro-sport-edition-specs/64342	Audi A4 3.0 TFSI quattro Sport Edition	Audi A4	Audi	60.440	G	sedan	4701	1427 mm	1826 mm	1640 kg	1640 kg	190 g/km	2014	petrol	2	4	7	5	gearbox	480-962 l	90 kg	5,4 s	front+rear	61 l	8,1 l/100km	250 km/h	575 kg	1900 kg	dohc	petrol	2995 cc	200 KW	400 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-ultra-136hp-specs/64343	Audi A4 2.0 TDI Ultra 136hp	Audi A4	Audi	38.990	C	sedan	4701	1427 mm	1826 mm	1475 kg	1475 kg	104 g/km	2014	diesel	2	4	6	5	gearbox	480-962 l	90 kg	9,3 s	front	63 l	4,0 l/100km	215 km/h	550 kg	1300 kg	dohc	diesel	1968 cc	100 KW	320 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-ultra-136hp-business-edition-specs/64344	Audi A4 2.0 TDI Ultra 136hp Business Edition	Audi A4	Audi	39.785	C	sedan	4701	1427 mm	1826 mm	1475 kg	1475 kg	104 g/km	2014	diesel	2	4	6	5	gearbox	480-962 l	90 kg	9,3 s	front	63 l	4,0 l/100km	215 km/h	550 kg	1300 kg	dohc	diesel	1968 cc	100 KW	320 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-ultra-136hp-sport-edition-specs/64345	Audi A4 2.0 TDI Ultra 136hp Sport Edition	Audi A4	Audi	41.890	C	sedan	4701	1427 mm	1826 mm	1475 kg	1475 kg	104 g/km	2014	diesel	2	4	6	5	gearbox	480-962 l	90 kg	9,3 s	front	63 l	4,0 l/100km	215 km/h	550 kg	1300 kg	dohc	diesel	1968 cc	100 KW	320 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-150hp-specs/64346	Audi A4 2.0 TDI 150hp	Audi A4	Audi	40.070	D	sedan	4701	1427 mm	1826 mm	1515 kg	1515 kg	114 g/km	2014	diesel	2	4	6	5	gearbox	480-962 l	90 kg	9,2 s	front	63 l	4,4 l/100km	216 km/h	575 kg	1600 kg	dohc	diesel	1968 cc	110 KW	320 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-150hp-specs/64347	Audi A4 2.0 TDI 150hp	Audi A4	Audi	43.010	E	sedan	4701	1427 mm	1826 mm	1550 kg	1550 kg	119 g/km	2014	diesel	2	4	s	5	gearbox	480-962 l	90 kg	9,1 s	front	63 l	4,6 l/100km	210 km/h	575 kg	1700 kg	dohc	diesel	1968 cc	110 KW	320 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-150hp-business-edition-specs/64348	Audi A4 2.0 TDI 150hp Business Edition	Audi A4	Audi	40.865	D	sedan	4701	1427 mm	1826 mm	1515 kg	1515 kg	114 g/km	2014	diesel	2	4	6	5	gearbox	480-962 l	90 kg	9,2 s	front	63 l	4,4 l/100km	216 km/h	575 kg	1600 kg	dohc	diesel	1968 cc	110 KW	320 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-150hp-business-edition-specs/64349	Audi A4 2.0 TDI 150hp Business Edition	Audi A4	Audi	43.805	E	sedan	4701	1427 mm	1826 mm	1550 kg	1550 kg	119 g/km	2014	diesel	2	4	s	5	gearbox	480-962 l	90 kg	9,1 s	front	63 l	4,6 l/100km	210 km/h	575 kg	1700 kg	dohc	diesel	1968 cc	110 KW	320 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-150hp-pro-line-specs/64350	Audi A4 2.0 TDI 150hp Pro Line	Audi A4	Audi	41.950	D	sedan	4701	1427 mm	1826 mm	1515 kg	1515 kg	114 g/km	2014	diesel	2	4	6	5	gearbox	480-962 l	90 kg	9,2 s	front	63 l	4,4 l/100km	216 km/h	575 kg	1600 kg	dohc	diesel	1968 cc	110 KW	320 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-150hp-pro-line-specs/64351	Audi A4 2.0 TDI 150hp Pro Line	Audi A4	Audi	44.750	E	sedan	4701	1427 mm	1826 mm	1550 kg	1550 kg	119 g/km	2014	diesel	2	4	s	5	gearbox	480-962 l	90 kg	9,1 s	front	63 l	4,6 l/100km	210 km/h	575 kg	1700 kg	dohc	diesel	1968 cc	110 KW	320 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-150hp-pro-line-s-specs/64352	Audi A4 2.0 TDI 150hp Pro Line S	Audi A4	Audi	45.150	D	sedan	4701	1427 mm	1826 mm	1515 kg	1515 kg	114 g/km	2014	diesel	2	4	6	5	gearbox	480-962 l	90 kg	9,2 s	front	63 l	4,4 l/100km	216 km/h	575 kg	1600 kg	dohc	diesel	1968 cc	110 KW	320 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-190hp-business-edition-specs/64364	Audi A4 2.0 TDI 190hp Business Edition	Audi A4	Audi	46.295	E	sedan	4701	1427 mm	1826 mm	1550 kg	1550 kg	119 g/km	2014	diesel	2	4	s	5	gearbox	480-962 l	90 kg	7,8 s	front	63 l	4,5 l/100km	230 km/h	575 kg	1700 kg	dohc	diesel	1968 cc	140 KW	400 Nm
http://www.cars-data.com//en/audi-a4-2.0-tdi-150hp-sport-edition-specs/64354	Audi A4 2.0 TDI 150hp Sport Edition	Audi A4	Audi	42.970	D	sedan	4701	1427 mm	1826 mm	1515 kg	1515 kg	114 g/km	2014	diesel	2	4	6	5	gearbox	480-962 l	90 kg	9,2 s	front	63 l	4,4 l/100km	216 km/h	575 kg	1600 kg	dohc	diesel	1968 cc	110 KW	320 Nm
